data_hora;site;modelo_busca;titulo;preco;processador;ram;armazenamento;gpu;tela;link
2025-11-10 19:43:04;Amazon;macbook;Apple 2025 MacBook Air (de 13 polegadas, Processador M4 da Apple com CPU 10‑core e GPU 8‑core, 16GB Memória unificada, 256 GB) - Meia-noite;R$ 9.499,00;N/A;16GB;16GB;N/A;"13""";https://www.amazon.com.br/Apple-MacBook-polegadas-Processador-unificada/dp/B0DZLJVDBR/ref=sr_1_1?dib=eyJ2IjoiMSJ9.uNldhp0uHSTSeFg_t8pvYry_Uu6wi8WIx7lmuB_nqJ5izBJvERz5xXACWTuAyTpZEOHz_HYKVol8E313lbVGxqG_Dh1jG4x8a8whOQiSh7jhe-zBOPbk3QA7NqaRAV0Pjqvj7C_vSEQ8Witq6XQRgUU_S6iGvzP5NfNIO460_G0wu8Ms4wdAR8mAy95DX8jDW9ll49LeW-aS0-EO2_1sftYNIDh3IgpXSldC5Mp0fQvhb8NFZklG8hoYPFwJjqn_TR1ryKbHJxxqwzYQARJcEGyES542cGAVQBIxKu1dQH8.Od7O0kdvqf0IHUeK8AA_-NJZdx3G5F-oQLW8lUs5bC0&dib_tag=se&keywords=macbook&qid=1762803907&sr=8-1&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
2025-11-10 19:43:04;Amazon;macbook;Apple 2024 MacBook Pro (de 16 polegadas, Processador M4 Pro da Apple com CPU 14‑core e GPU 20‑core, 24GB Memória unificada, 512 GB) - Preto sideral;R$ 22.499,00;N/A;24GB;24GB;N/A;"16""";https://www.amazon.com.br/Apple-MacBook-polegadas-Processador-unificada/dp/B0DLJ5P9HQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.uNldhp0uHSTSeFg_t8pvYry_Uu6wi8WIx7lmuB_nqJ5izBJvERz5xXACWTuAyTpZEOHz_HYKVol8E313lbVGxqG_Dh1jG4x8a8whOQiSh7jhe-zBOPbk3QA7NqaRAV0Pjqvj7C_vSEQ8Witq6XQRgUU_S6iGvzP5NfNIO460_G0wu8Ms4wdAR8mAy95DX8jDW9ll49LeW-aS0-EO2_1sftYNIDh3IgpXSldC5Mp0fQvhb8NFZklG8hoYPFwJjqn_TR1ryKbHJxxqwzYQARJcEGyES542cGAVQBIxKu1dQH8.Od7O0kdvqf0IHUeK8AA_-NJZdx3G5F-oQLW8lUs5bC0&dib_tag=se&keywords=macbook&qid=1762803907&sr=8-2&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
2025-11-10 19:43:04;Amazon;macbook;Apple 2025 MacBook Air (de 13 polegadas, Processador M4 da Apple com CPU 10‑core e GPU 8‑core, 16GB Memória unificada, 256 GB) - Prateado;R$ 9.499,00;N/A;16GB;16GB;N/A;"13""";https://www.amazon.com.br/Apple-MacBook-polegadas-Processador-unificada/dp/B0DZLJ9WRB/ref=sr_1_3?dib=eyJ2IjoiMSJ9.uNldhp0uHSTSeFg_t8pvYry_Uu6wi8WIx7lmuB_nqJ5izBJvERz5xXACWTuAyTpZEOHz_HYKVol8E313lbVGxqG_Dh1jG4x8a8whOQiSh7jhe-zBOPbk3QA7NqaRAV0Pjqvj7C_vSEQ8Witq6XQRgUU_S6iGvzP5NfNIO460_G0wu8Ms4wdAR8mAy95DX8jDW9ll49LeW-aS0-EO2_1sftYNIDh3IgpXSldC5Mp0fQvhb8NFZklG8hoYPFwJjqn_TR1ryKbHJxxqwzYQARJcEGyES542cGAVQBIxKu1dQH8.Od7O0kdvqf0IHUeK8AA_-NJZdx3G5F-oQLW8lUs5bC0&dib_tag=se&keywords=macbook&qid=1762803907&sr=8-3&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
2025-11-10 19:43:04;Amazon;macbook;Notebook MacBook (2022) Apple com chip M2: tela Liquid Retina de 13.6 polegadas, 16GB de RAM, 256 GB de SSD. Luz das estrelas.;R$ 7.598,95;N/A;16GB;16GB;N/A;"13.6""";https://www.amazon.com.br/2022-Apple-MacBook-laptop-chip/dp/B0DLHHSGLQ/ref=sr_1_4?dib=eyJ2IjoiMSJ9.uNldhp0uHSTSeFg_t8pvYry_Uu6wi8WIx7lmuB_nqJ5izBJvERz5xXACWTuAyTpZEOHz_HYKVol8E313lbVGxqG_Dh1jG4x8a8whOQiSh7jhe-zBOPbk3QA7NqaRAV0Pjqvj7C_vSEQ8Witq6XQRgUU_S6iGvzP5NfNIO460_G0wu8Ms4wdAR8mAy95DX8jDW9ll49LeW-aS0-EO2_1sftYNIDh3IgpXSldC5Mp0fQvhb8NFZklG8hoYPFwJjqn_TR1ryKbHJxxqwzYQARJcEGyES542cGAVQBIxKu1dQH8.Od7O0kdvqf0IHUeK8AA_-NJZdx3G5F-oQLW8lUs5bC0&dib_tag=se&keywords=macbook&qid=1762803907&sr=8-4&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
2025-11-10 19:43:04;Amazon;macbook;MacBook Pro (2023). O notebook da Apple com chip M3 Pro, CPU 12-core e GPU 18-core: Tela Liquid Retina XDR de 16 pol, 18GB memória unificada e SSD 512GB. Funciona com o iPhone/iPad. Preto-espacial;R$ 23.199,20;N/A;512GB;18GB;N/A;"16""";https://www.amazon.com.br/MacBook-notebook-Apple-12-core-18-core/dp/B0CM77Q46K/ref=sr_1_5?dib=eyJ2IjoiMSJ9.uNldhp0uHSTSeFg_t8pvYry_Uu6wi8WIx7lmuB_nqJ5izBJvERz5xXACWTuAyTpZEOHz_HYKVol8E313lbVGxqG_Dh1jG4x8a8whOQiSh7jhe-zBOPbk3QA7NqaRAV0Pjqvj7C_vSEQ8Witq6XQRgUU_S6iGvzP5NfNIO460_G0wu8Ms4wdAR8mAy95DX8jDW9ll49LeW-aS0-EO2_1sftYNIDh3IgpXSldC5Mp0fQvhb8NFZklG8hoYPFwJjqn_TR1ryKbHJxxqwzYQARJcEGyES542cGAVQBIxKu1dQH8.Od7O0kdvqf0IHUeK8AA_-NJZdx3G5F-oQLW8lUs5bC0&dib_tag=se&keywords=macbook&qid=1762803907&sr=8-5&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
2025-11-10 19:43:04;Amazon;macbook;Mouse Sem Fio Logitech Signature M650 L com Design de Tamanho Padrão, Clique Silencioso, Botões Laterais Personalizáveis, Conexão USB e Bluetooth - Branco;R$ 196,18;N/A;N/A;N/A;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MToxMDExNDk1NzE3NDQzOTAwOjE3NjI4MDM5MTU6c3BfYXRmX25leHQ6MzAwNzYxNTQ1NjA3OTAyOjowOjo&url=%2FLogitech-Signature-Silencioso-Personaliz%25C3%25A1veis-Bluetooth%2Fdp%2FB09NQNRJTK%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.A3bpFFclf_6vi_xMyodEPtGGKuptlIQTY3_2xHaKMJzc8CGH1b9tT-lMR2e0Q7YTQzqdNFrwJahDvxT41qUSvVACwOBI4iNPW0G-5W08dSSp417HIvsNnBSJf3RwvrnEOmnveyWtzIP21FkFgNXdftZTP8_Hfd0SMrk3E7Z1RQIL6in-Xevt41aQBFx1Sbm-Tu6uLvXtr7Zfvbz-1Slmii-29gXGFyoL99QsQCmOiG1M_96Z8wxK9aYwVU8lHIS1XiWiZKwbcQZZjJe1-zQJgc8Xl3w6w62mMWAAJ-E3wmE.5MLR9-6f65P08AY15xf23CQS0E_Aphd6QmdYBouuz20%26dib_tag%3Dse%26keywords%3Dmacbook%26qid%3D1762803915%26sr%3D8-49-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;macbook;Mouse Sem Fio Logitech M240 com Conexão Bluetooth, Clique Silencioso, Design Ambidestro Compacto, Bateria de 18 Meses, Compatível com Windows, macOS, ChromeOS - Rosa;R$ 68,99;N/A;N/A;N/A;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MToxMDExNDk1NzE3NDQzOTAwOjE3NjI4MDM5MTU6c3BfYXRmX25leHQ6MzAwNzYxNTQ1NjEwOTAyOjowOjo&url=%2FLogitech-Bluetooth-Silencioso-Ambidestro-Compat%25C3%25ADvel%2Fdp%2FB0BXNSTGGW%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.A3bpFFclf_6vi_xMyodEPtGGKuptlIQTY3_2xHaKMJzc8CGH1b9tT-lMR2e0Q7YTQzqdNFrwJahDvxT41qUSvVACwOBI4iNPW0G-5W08dSSp417HIvsNnBSJf3RwvrnEOmnveyWtzIP21FkFgNXdftZTP8_Hfd0SMrk3E7Z1RQIL6in-Xevt41aQBFx1Sbm-Tu6uLvXtr7Zfvbz-1Slmii-29gXGFyoL99QsQCmOiG1M_96Z8wxK9aYwVU8lHIS1XiWiZKwbcQZZjJe1-zQJgc8Xl3w6w62mMWAAJ-E3wmE.5MLR9-6f65P08AY15xf23CQS0E_Aphd6QmdYBouuz20%26dib_tag%3Dse%26keywords%3Dmacbook%26qid%3D1762803915%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;macbook;Mouse sem fio Logitech M170 com Design Ambidestro Compacto, Conexão USB e Pilha Inclusa - Azul;R$ 61,58;N/A;N/A;N/A;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MToxMDExNDk1NzE3NDQzOTAwOjE3NjI4MDM5MTU6c3BfYXRmX25leHQ6MzAwNzYxNTQ1NjAzNDAyOjowOjo&url=%2FMouse-Nanoreceptor-Inclusa-Logitech-Mouses%2Fdp%2FB01K92Z3OQ%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.A3bpFFclf_6vi_xMyodEPtGGKuptlIQTY3_2xHaKMJzc8CGH1b9tT-lMR2e0Q7YTQzqdNFrwJahDvxT41qUSvVACwOBI4iNPW0G-5W08dSSp417HIvsNnBSJf3RwvrnEOmnveyWtzIP21FkFgNXdftZTP8_Hfd0SMrk3E7Z1RQIL6in-Xevt41aQBFx1Sbm-Tu6uLvXtr7Zfvbz-1Slmii-29gXGFyoL99QsQCmOiG1M_96Z8wxK9aYwVU8lHIS1XiWiZKwbcQZZjJe1-zQJgc8Xl3w6w62mMWAAJ-E3wmE.5MLR9-6f65P08AY15xf23CQS0E_Aphd6QmdYBouuz20%26dib_tag%3Dse%26keywords%3Dmacbook%26qid%3D1762803915%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;macbook;Teclado Sem Fio Logitech Signature K650 Com Apoio para as Mãos, Resistente a Derramamentos, Teclado Numérico, Conexão Bluetooth ou Receptor USB Logi Bolt - Grafite;R$ 267,96;N/A;N/A;N/A;N/A;N/A;https://www.amazon.com.br/sspa/click?ie=UTF8&spc=MToxMDExNDk1NzE3NDQzOTAwOjE3NjI4MDM5MTU6c3BfYXRmX25leHQ6MzAwNzYxNTQ1NjA4ODAyOjowOjo&url=%2FLogitech-Signature-Resistente-Derramamentos-Bluetooth%2Fdp%2FB0BK9YLKPM%2Fref%3Dsr_1_52_sspa%3Fdib%3DeyJ2IjoiMSJ9.A3bpFFclf_6vi_xMyodEPtGGKuptlIQTY3_2xHaKMJzc8CGH1b9tT-lMR2e0Q7YTQzqdNFrwJahDvxT41qUSvVACwOBI4iNPW0G-5W08dSSp417HIvsNnBSJf3RwvrnEOmnveyWtzIP21FkFgNXdftZTP8_Hfd0SMrk3E7Z1RQIL6in-Xevt41aQBFx1Sbm-Tu6uLvXtr7Zfvbz-1Slmii-29gXGFyoL99QsQCmOiG1M_96Z8wxK9aYwVU8lHIS1XiWiZKwbcQZZjJe1-zQJgc8Xl3w6w62mMWAAJ-E3wmE.5MLR9-6f65P08AY15xf23CQS0E_Aphd6QmdYBouuz20%26dib_tag%3Dse%26keywords%3Dmacbook%26qid%3D1762803915%26sr%3D8-52-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
2025-11-10 19:43:04;Amazon;macbook;UGREEN Revodok 105 USB C Hub 5 em 1 adaptador multiporta 4K HDMI, fornecimento de energia de 100 W, 3 portas de dados USB-A, dongle USB C para MacBook Pro/Air, iPad Pro, iMac, iPhone 15 Pro/P;R$ 140,29;N/A;N/A;N/A;N/A;N/A;https://www.amazon.com.br/UGREEN-carregamento-Adaptador-transfer%C3%AAncia-Compat%C3%ADvel/dp/B0BR3M8XHK/ref=sr_1_53?dib=eyJ2IjoiMSJ9.A3bpFFclf_6vi_xMyodEPtGGKuptlIQTY3_2xHaKMJzc8CGH1b9tT-lMR2e0Q7YTQzqdNFrwJahDvxT41qUSvVACwOBI4iNPW0G-5W08dSSp417HIvsNnBSJf3RwvrnEOmnveyWtzIP21FkFgNXdftZTP8_Hfd0SMrk3E7Z1RQIL6in-Xevt41aQBFx1Sbm-Tu6uLvXtr7Zfvbz-1Slmii-29gXGFyoL99QsQCmOiG1M_96Z8wxK9aYwVU8lHIS1XiWiZKwbcQZZjJe1-zQJgc8Xl3w6w62mMWAAJ-E3wmE.5MLR9-6f65P08AY15xf23CQS0E_Aphd6QmdYBouuz20&dib_tag=se&keywords=macbook&qid=1762803915&sr=8-53&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
2025-11-10 19:43:04;MercadoLivre;macbook;Apple Macbook Pro A2141 I9 9 Gen 1tb Ssd 16gb 16 Pol Prata;R$ 6.950;I9;16GB;1TB SSD;N/A;"16""";https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=M%2BP9jlz6gJp6sWwZRBXKUGFTMn%2BOgNEopRFNlMACAR%2BK4VOOVlhS4kHl1GETSKpPZ%2B7oZDuYr6SPbGq6P1Y4jB5PNWwxz42ZSSp2IkS5MR%2BsZUWWbQDUcZXB78UgRQiyUTK0F5Rj%2BX99es%2B0n8TZqC9EvnglaKjDz5bcn3Azf21EVjrcJ2s5UtouBgMY%2BZqrnsvV%2FFV1Gw6uwmU%2F4IovndlUgn0e40RlgvRnGo7%2Fae9D69Vt1X9ja1N2hkwks2WmgD1lAO03gjnbZu8Fe%2B%2FKKHPup3v0vUSrMGAAuNQ9vm4ybc0u%2BrZjqWukkA4N0a1CF7ggybLmRNJot1e7o43LGXtVUNj%2FqAFYymuYH57nt50N03xVSnNIe99sNJuNxXazMuZHh0Mnhsg2czdypjyv3hMnq4EIvdVWY9Obtcq9%2BaRP3v2rpP9gDgQm83JLYnyHz%2BNM6fWcvY1m3o%2BfslBtaFQv0L1O0jBo5zVYgPvGyZgsAkZ%2BrwBbp62CVdtMVOVD%2B%2BDb%2BNppnesogbZaf6tk%2BPzgl6KPozKchGyPAMT9SzwqPujbpIJJWAh9J7gG9DQhxkg%2FiFUNVQ5OZoR2qMrPJNm3qCtO34dUCX8Q0dpLC7CUaAyF3KDjhuPDkEWgRLW6R1KUI1CmXsBk5izxcCk23TAmdW7uFINn4JjRg3pOPCFl6DPuq1W%2FtxURr9PBYcWKcx5iq2FmBTkrSSFyFxYHSYOF%2Fq0jrEHC1KnCHRvVqLYJsIIb%2FWf4ULvOHYVBS5myhO4ZHd%2FLiLr4wKhEfi0fblTOWHLVm7GW1kW9l2XAVY2Jiy1hbKX1T2GpUcTX%2F5IlrQBY46xn0fWvJwGyXnfUBROLvK6kJqvwH2XzyNXo5U2aOCYY6stzDtWQEA%3D%3D&searchVariation=189682586933#polycard_client=search-nordic&is_advertising=true&searchVariation=189682586933&search_layout=grid&position=1&type=pad&tracking_id=991c6bef-5f11-4edb-a7c5-65c6582058c9
2025-11-10 19:43:04;MercadoLivre;macbook;"Apple MacBook Air de 13"" Estelar Chip M2 da Apple com CPU de 8 núcleos GPU de 8 núcleos e Neural Engine de 16 núcleos Memória unificada de 16 GB SSD de 256 GB - Distribuidor Autorizado";R$ 12.499;N/A;N/A;16GB SSD;N/A;N/A;https://www.mercadolivre.com.br/apple-macbookair-de-13-estelar-chipm2-da-apple-com-cpu-de-8nucleos-gpu-de-8nucleos-e-neuralengine-de-16nucleos-memoria-unificada-de-16gb-ssd-de-256-gb-distribuidor-autorizado/p/MLB1050876787#polycard_client=search-nordic&search_layout=grid&position=2&type=product&tracking_id=991c6bef-5f11-4edb-a7c5-65c6582058c9&wid=MLB5417757006&sid=search
2025-11-10 19:43:04;MercadoLivre;macbook;Apple Macbook air 13 M4 16gb Ram 256gb Ssd Meia-noite;R$ 7.549;N/A;16GB;16GB;N/A;N/A;https://www.mercadolivre.com.br/apple-macbookair-13-m4-16gb-ram-256gb-ssd-meia-noite/p/MLB51136158#polycard_client=search-nordic&search_layout=grid&position=3&type=product&tracking_id=991c6bef-5f11-4edb-a7c5-65c6582058c9&wid=MLB5578029634&sid=search
2025-11-10 19:43:04;MercadoLivre;macbook;Apple Macbook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD) - Cinza-espacial;R$ 4.914;N/A;N/A;256GB;N/A;"13""";https://www.mercadolivre.com.br/apple-macbook-air-13-polegadas-2020-chip-m1-256-gb-de-ssd-cinza-espacial/p/MLB17828518#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=991c6bef-5f11-4edb-a7c5-65c6582058c9&wid=MLB4215156869&sid=search
2025-11-10 19:43:04;MercadoLivre;macbook;MacBook Air 2020 13,3 polegadas Core I5 10th 8gb 512ssd ñ Novo;R$ 5.999;I5;8GB;8GB;N/A;N/A;https://www.mercadolivre.com.br/macbook-air-2020-133-polegadas-core-i5-10th-8gb-512ssd-n-novo/p/MLB23210644#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=991c6bef-5f11-4edb-a7c5-65c6582058c9&wid=MLB5216390890&sid=search
2025-11-10 19:43:04;MercadoLivre;macbook;Apple Macbook Pro A2141 I9 9 Gen 1tb Ssd 16gb 16 Pol Prata;R$ 6.950;I9;16GB;1TB SSD;N/A;"16""";https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=IHCmTPe7XCFRwrsA59lszk0AeGN5vwNbV1PmDVHJgifN8CHDc0kbqUWnAznLKJCBAlght%2BWQOcRCXreEZh4Puz8CiFjcOrVLTPsKZN8aMXb6Xh%2FwoGnzkeJNdUESqNTpmSz3xKLOXkSY44PGBmCBzG0MyGXCCPui%2FIUZiiXVEpc%2B7l0TW947wfIiyZ1mi%2B3Pzi7%2FZyIYvcVJAzd3BQNmykqu9Pd00BSdV%2BCiryNb%2BgdF%2FumNBgrJ9BQPvl%2BzTaEZK378ns5U6tkpp6M1NGNcAeu8db2uF3McGkjgIPg8yxmoWQHjvatScVrOyG19dIcyQLodW9Ch%2BzX4g%2Fmm%2FRRpS8KsdewGX8S2RyWf4m4OLxxjLa5KMjc4OnkXEvaIWm2GUOV2Rx29GlobLg23v48mlZq9tqlPn8Z4fmwVLuGWiLq0yb49vM4DUo6pCpA9kurIjv1%2BKSqt1YvRzSAuI3C49HfqE2c860iQxSLmXXh2l7IB28BXAZ55B9ufiJjvzizbyKy%2BSYJivymP2djl1xznqscwDFyuG8OuXZTW20hcs%2B%2FMYJFEyrsFVdWMmr7VPh%2BP60Y9e82jRswzr8FDSFHtaeoauzfbhuHTAQ%2B%2BpIC9byi7uE5VYEzUEmMz%2BMlZiJl6sqwK8GZJzF3gk66KPHa%2ByFdXPhNPIs6SHKhqqXX%2BCD6z9lQMfArMQsvq5%2F5IgiZvtVvtYet3YfQ07ivHKtEUc1EiSIEJqESjCITXG4xBvvwl1%2Fl0aRwo8dVC%2Fn6F%2FeSwIjgJ3ab7T5as7pa3vZzspq30xWthJAp6ehZy%2BBe6l0%2BNhMLGFxua1GIl2KJkO%2F9kFDOpw6pKHeKAmYFBjzgmA0BK8TSul3oGQcHr4BKiriqtZn2kxM9nIA%3D%3D&searchVariation=189682586933#polycard_client=search-nordic&is_advertising=true&searchVariation=189682586933&search_layout=grid&position=1&type=pad&tracking_id=503d95d1-edba-4e37-8bc7-0eb6083e01c6
2025-11-10 19:43:04;MercadoLivre;macbook;"Apple MacBook Air de 13"" Estelar Chip M2 da Apple com CPU de 8 núcleos GPU de 8 núcleos e Neural Engine de 16 núcleos Memória unificada de 16 GB SSD de 256 GB - Distribuidor Autorizado";R$ 12.499;N/A;N/A;16GB SSD;N/A;N/A;https://www.mercadolivre.com.br/apple-macbookair-de-13-estelar-chipm2-da-apple-com-cpu-de-8nucleos-gpu-de-8nucleos-e-neuralengine-de-16nucleos-memoria-unificada-de-16gb-ssd-de-256-gb-distribuidor-autorizado/p/MLB1050876787#polycard_client=search-nordic&search_layout=grid&position=2&type=product&tracking_id=503d95d1-edba-4e37-8bc7-0eb6083e01c6&wid=MLB5417757006&sid=search
2025-11-10 19:43:04;MercadoLivre;macbook;Apple Macbook air 13 M4 16gb Ram 256gb Ssd Meia-noite;R$ 7.549;N/A;16GB;16GB;N/A;N/A;https://www.mercadolivre.com.br/apple-macbookair-13-m4-16gb-ram-256gb-ssd-meia-noite/p/MLB51136158#polycard_client=search-nordic&search_layout=grid&position=3&type=product&tracking_id=503d95d1-edba-4e37-8bc7-0eb6083e01c6&wid=MLB5578029634&sid=search
2025-11-10 19:43:04;MercadoLivre;macbook;Apple Macbook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD) - Cinza-espacial;R$ 4.914;N/A;N/A;256GB;N/A;"13""";https://www.mercadolivre.com.br/apple-macbook-air-13-polegadas-2020-chip-m1-256-gb-de-ssd-cinza-espacial/p/MLB17828518#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=503d95d1-edba-4e37-8bc7-0eb6083e01c6&wid=MLB4215156869&sid=search
2025-11-10 19:43:04;MercadoLivre;macbook;MacBook Air 2020 13,3 polegadas Core I5 10th 8gb 512ssd ñ Novo;R$ 5.999;I5;8GB;8GB;N/A;N/A;https://www.mercadolivre.com.br/macbook-air-2020-133-polegadas-core-i5-10th-8gb-512ssd-n-novo/p/MLB23210644#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=503d95d1-edba-4e37-8bc7-0eb6083e01c6&wid=MLB5216390890&sid=search
